image,anwser
airplane_0234.jpg,The picture is of an airplane parked on the tarmac of an airport.
fruit_0364.jpg,the fruit is yellow and the stem is brown
fruit_0078.jpg,The lemon is yellow.
motorbike_0411.jpg,The motorcycle is parked on the side of the road.
fruit_0830.jpg,This is a picture of a chocolate ball.
airplane_0489.jpg,The picture is of a plane flying in the sky.
person_0846.jpg,Arnold Schwarzenegger
car_0888.jpg,the audi car is parked on the side of the road
flower_0818.jpg,The picture is of a rhododendron flower.
fruit_0532.jpg,The apple is green and has brown spots on it.
cat_0638.jpg,The cat is in a cage.
dog_0180.jpg,The dog has a bandage on its leg.
dog_0541.jpg,"The dog on the left has blue eyes, the dog on the right has brown eyes, and the dog in the middle has brown eyes."
flower_0702.jpg,The image is of a green plant with yellow and white flowers.
cat_0464.jpg,The cat is black and white.
motorbike_0238.jpg,The motorcycle is parked on the side of the road.
cat_0047.jpg,The cat is sitting on the person's lap.
fruit_0842.jpg,The apple is in the shape of an apple.
person_0904.jpg,a man in glasses speaks into a microphone
fruit_0631.jpg,The picture is of a plum.
person_0315.jpg,the man has a mustache
dog_0027.jpg,The boy is holding the dog.
dog_0634.jpg,The dog is looking at the camera.
motorbike_0056.jpg,The blue motorcycle is parked on the side of the road.
airplane_0556.jpg,The picture is of an airplane flying in the sky.
airplane_0160.jpg,The picture is of an airplane flying in the sky.
motorbike_0118.jpg,The picture is of a motorcycle parked in front of a building.
person_0894.jpg,The man is wearing a shirt with a microphone on it. The man is smiling. The man has a bald head. The man is wearing a
cat_0392.jpg,The cat is sitting on a blue tray.
motorbike_0111.jpg,The dirt bike is parked on the side of the road. The dirt bike is parked on the side of the road. The dirt bike is parked
motorbike_0135.jpg,The dirt bike is parked on the side of the road. The dirt bike is parked on the side of the road. The dirt bike is parked
person_0260.jpg,the woman is wearing a necklace
car_0756.jpg,aston martin
dog_0563.jpg,The dog is looking at the camera.
person_0649.jpg,The woman is wearing a red shirt and blue shorts. She is holding a frisbee in her right hand.
car_0825.jpg,The car is parked on the side of the road. The car is parked on the side of the road. The car is parked on the side
dog_0268.jpg,The dog has a green collar.
dog_0227.jpg,"The dog is brown, black, and white."
flower_0136.jpg,The picture is of a flower.
cat_0783.jpg,The cat is black and white.
dog_0341.jpg,The dog is sitting on the woman's shoulder.
car_0228.jpg,the acura is parked on the side of the road
flower_0828.jpg,The image is of a flower.
dog_0587.jpg,The dog is standing in the grass.
fruit_0007.jpg,This is a picture of a green apple with brown spots on it.
person_0457.jpg,The woman is holding a tennis racket.
car_0274.jpg,Acura
flower_0285.jpg,The picture is of a flower.
person_0238.jpg,the man is wearing glasses and a tie
fruit_0503.jpg,The picture is of a banana.
cat_0002.jpg,The kitten on the left has blue eyes. The kitten on the right has brown eyes.
cat_0728.jpg,The cat is lying down.
dog_0428.jpg,The dog is sitting on the ground.
car_0501.jpg,aston martin db11
motorbike_0332.jpg,The bike is parked in front of a garage.
cat_0177.jpg,The cat is in the cat tree.
car_0436.jpg,Acura
motorbike_0162.jpg,This is a picture of a motorcycle parked on the side of the road.
airplane_0137.jpg,The picture is of a plane flying in the sky.
person_0412.jpg,The man is wearing glasses and a red tie
flower_0057.jpg,"the flowers on the right are hibiscus, the flowers on the left are hibiscus, and the flowers in the middle are"
flower_0416.jpg,Orchids
person_0413.jpg,The man in the white shirt is holding a microphone. The man in the blue shirt is holding a microphone. The man in the white shirt is
car_0492.jpg,aston martin db11
cat_0339.jpg,The cat is white.
fruit_0698.jpg,The picture is of an orange.
fruit_0489.jpg,The picture is of a banana.
person_0467.jpg,a man with a beard and glasses
motorbike_0754.jpg,The motorcycle is parked on the side of the road.
dog_0164.jpg,The dog is standing on the ground.
fruit_0273.jpg,This is a picture of an egg.
airplane_0349.jpg,The picture is of a plane on the runway.
person_0297.jpg,a man in a suit and tie sitting in front of a microphone
dog_0687.jpg,The woman is holding the dog.
dog_0197.jpg,"The dog is sitting on the ground, looking at the camera. The dog has brown eyes. The dog has a white chest. The dog has"
cat_0616.jpg,The woman is holding the cat.
person_0617.jpg,angela merkel
person_0611.jpg,the woman is smiling
airplane_0092.jpg,The picture shows a plane parked on the tarmac.
car_0044.jpg,Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hummer Hum
cat_0765.jpg,The cat is standing on the cat tree.
person_0186.jpg,The man is looking at the camera.
car_0912.jpg,The car is parked in front of a building.
motorbike_0522.jpg,The picture shows a motorcycle parked on the side of the road.
motorbike_0699.jpg,The picture is of a motorcycle parked on the side of the road.
cat_0091.jpg,The cat is sitting on a cat tree.
car_0836.jpg,The car is parked on the side of the road in front of a body of water. The car is parked on the side of the road in
person_0893.jpg,The man in the photo is wearing a black suit jacket with a white shirt and a blue tie. He is smiling and looking at the camera.
motorbike_0667.jpg,"the motorcycle is red, white, and black"
dog_0384.jpg,The dog is standing on its hind legs. The dog is standing on its hind legs. The dog is standing on its hind legs. The dog
car_0424.jpg,Acura
fruit_0697.jpg,The fruit is a kiwi.
car_0415.jpg,mercedes-benz m-class
car_0952.jpg,The car is parked on the side of the road.
car_0224.jpg,The Acura is parked on the side of the road
motorbike_0585.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
fruit_0928.jpg,The picture is of a peach.
dog_0464.jpg,The dog is looking at the camera.
person_0628.jpg,The woman is wearing sunglasses.
airplane_0181.jpg,The picture is of a plane parked in a field.
cat_0345.jpg,The cat is lying down.
airplane_0484.jpg,The picture shows a plane parked on the tarmac.
dog_0101.jpg,The man is standing in front of the dog.
cat_0482.jpg,The cat is sitting on a chair.
airplane_0632.jpg,The picture is of an airplane flying in the sky.
fruit_0276.jpg,The image is of an apple on a stick.
motorbike_0460.jpg,The motorcycle is parked on the side of the road.
flower_0277.jpg,The picture is of a holly bush with pink and white flowers. It is in front of a fence. The fence is made of metal.
person_0716.jpg,The man is holding a wine glass.
fruit_0783.jpg,a yellow fruit on a white background
cat_0462.jpg,The cat is looking at the camera.
cat_0518.jpg,The cat is lying down.
car_0739.jpg,the orange car is parked on the side of the road. The car is parked on the side of the road. The car is parked on the
cat_0794.jpg,The kitten is sitting in the cat bed.
fruit_0866.jpg,The picture is of an orange.
flower_0443.jpg,The picture is of a thistle.
airplane_0522.jpg,"The sky is blue, clouds are white, and the airplane is in the air."
motorbike_0393.jpg,The motorcycle is parked on the side of the road.
airplane_0245.jpg,The airplane is parked on the runway.
car_0085.jpg,The Acura is parked on the side of the road
flower_0094.jpg,The picture is of a flower.
car_0530.jpg,aston martin vantage
dog_0161.jpg,The dog has brown eyes.
cat_0121.jpg,The cat is looking at the camera.
cat_0752.jpg,The cat is black and white.
car_0699.jpg,The car is orange.
person_0378.jpg,The man is wearing glasses and a tie
person_0934.jpg,the man is smiling
fruit_0858.jpg,Pineapple
person_0227.jpg,the man is wearing glasses and a tie
car_0300.jpg,1997 honda civic coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou
flower_0546.jpg,"The grass is green, the flowers are red, the trees are green, and the sky is blue."
flower_0732.jpg,The flower is pink and has white petals. The flower is surrounded by green leaves. The flower is surrounded by white petals. The flower
person_0757.jpg,the man is sitting in the israeli parliament
person_0058.jpg,the boy is smiling with a medal around his neck
car_0191.jpg,The Acura is parked on the side of the road.
cat_0267.jpg,The cat is sitting in the refrigerator.
fruit_0763.jpg,The image is of a pear.
fruit_0026.jpg,The image is of a fruit.
dog_0033.jpg,The dog is being held by a man in a store.
flower_0486.jpg,The picture is of a flower.
flower_0079.jpg,The picture is of sunflowers.
airplane_0641.jpg,The picture is of a plane parked on the tarmac at Phoenix Sky Harbor International Airport.
flower_0226.jpg,The picture is of a red rose.
cat_0049.jpg,The cat is looking at the camera.
car_0186.jpg,The Acura is parked on the side of the road. The Acura is parked on the side of the road. The Acura is parked
car_0150.jpg,The car is parked on the side of the road.
dog_0118.jpg,The dog is sitting on the couch.
cat_0217.jpg,The cat is lying on a towel.
fruit_0457.jpg,The image is of a tomato.
motorbike_0542.jpg,green kawasaki motocross bike
dog_0432.jpg,The dog is black and white.
motorbike_0295.jpg,The motorcycle is parked on the side of the road.
car_0822.jpg,2006 audi a5 cabriolet
cat_0444.jpg,The cat is sitting on the table.
person_0760.jpg,The man in the middle of the image is wearing a black suit and tie. The girl in the middle of the image is wearing a white shirt
airplane_0214.jpg,"The plane is in the sky, the sky is blue, the plane is in the sky, the sky is blue, the plane is in the"
person_0843.jpg,a man in a white jacket and blue shirt
car_0200.jpg,Acura
fruit_0041.jpg,Pomegranate
fruit_0030.jpg,The image is of a pear.
person_0125.jpg,the woman is looking at the camera
airplane_0276.jpg,The picture shows a plane flying in the sky.
airplane_0602.jpg,The image is of a plane flying in the sky.
flower_0441.jpg,The image is of a bush with yellow and purple flowers.
fruit_0227.jpg,The picture is of an apple.
fruit_0444.jpg,The lemon is yellow.
cat_0874.jpg,The cat is looking at the camera.
person_0753.jpg,An old man in a suit and tie is looking at the camera
car_0765.jpg,aston martin db9
car_0709.jpg,aston martin vanquish coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou
person_0943.jpg,the man is wearing a red shirt
dog_0506.jpg,The dog is lying down.
person_0091.jpg,the man has brown hair and brown eyes. The woman has brown hair and brown eyes. The man has brown hair and brown eyes. The woman
person_0762.jpg,a man in a suit and tie
motorbike_0082.jpg,The picture shows a motorcycle parked on the side of the road.
car_0592.jpg,aston martin db9
airplane_0016.jpg,The plane is parked at the airport.
car_0961.jpg,The audi tt is parked in front of a building.
cat_0348.jpg,The cat is in a cage.
motorbike_0576.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
fruit_0950.jpg,the ball is yellow and has a hole in the middle of it
airplane_0693.jpg,"The sky is blue, the planes are white, the sky is blue, the sky is blue, the sky is blue, the sky is blue"
fruit_0527.jpg,The fruit is a pomegranate.
flower_0363.jpg,The flowers are red and the chinese characters are written in chinese.
airplane_0173.jpg,The picture is of a plane on the runway.
fruit_0012.jpg,The picture is of an apple.
dog_0071.jpg,The dog is looking at the camera.
car_0490.jpg,Aston Martin DB9
cat_0367.jpg,The cat on the left is looking at the cat on the right. The cat on the right is looking at the cat on the left.
cat_0741.jpg,The cat is looking at the camera.
car_0417.jpg,the acura is parked on the side of the road
person_0867.jpg,arnold schwarzenegger
flower_0360.jpg,The picture is of a flower.
flower_0714.jpg,The picture is of a flower.
flower_0708.jpg,The picture is of a vase of flowers.
dog_0165.jpg,The person is holding the dog.
flower_0329.jpg,The dahlia has yellow petals. The dahlia has yellow petals. The dahlia has yellow petals. The d
fruit_0603.jpg,Pineapple
person_0330.jpg,a man with a beard and glasses speaking into a microphone
car_0722.jpg,aston martin vanquish
cat_0215.jpg,The cat on the left is looking at the camera. The cat on the right is looking at the camera.
person_0123.jpg,The woman is holding a tennis racquet.
car_0064.jpg,Acura
flower_0128.jpg,The image is of a flower.
person_0310.jpg,The man is looking at the camera.
cat_0643.jpg,The cat is looking to the left.
fruit_0979.jpg,A potato.
car_0502.jpg,Aston Martin DB9
flower_0193.jpg,The picture is of a flower.
motorbike_0119.jpg,The bike is parked in front of a garage.
flower_0204.jpg,the flower has brown petals and brown stamens and brown anthers and brown stigmas and brown stigmas and brown st
fruit_0164.jpg,The apple is yellow.
person_0000.jpg,The woman is looking at the camera with a smile on her face.
dog_0489.jpg,The dog is in the tub.
fruit_0672.jpg,The ball has a hole in it.
dog_0410.jpg,The dog is wearing a blue bandana.
motorbike_0391.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
flower_0627.jpg,"the tulips are yellow, red, and blue"
car_0636.jpg,The car is parked in front of a brick building.
fruit_0934.jpg,A litchi fruit
car_0707.jpg,The car is parked on the side of the road.
car_0768.jpg,aston martin
cat_0411.jpg,The cat is looking at the food.
dog_0388.jpg,The dog has blue eyes.
person_0659.jpg,the woman is wearing glasses and has brown hair
dog_0140.jpg,The dog is standing in front of the door.
person_0045.jpg,the man is wearing a suit and tie and has a moustache
cat_0804.jpg,The cat is in the cage.
cat_0165.jpg,The cat is looking at the camera.
dog_0034.jpg,The man is petting the dog.
fruit_0949.jpg,The picture is of an orange.
cat_0866.jpg,The cat is black and white.
person_0654.jpg,The woman has brown hair and a white shirt.
cat_0198.jpg,The cat on the left is looking at the cat on the right. The cat on the right is looking at the cat on the left.
fruit_0262.jpg,The fruit is green.
dog_0550.jpg,The dog is sitting on the grass.
flower_0677.jpg,Red tulips in a field of yellow tulips in a field of red tulips in a field of yellow tulips in a field of yellow
car_0401.jpg,Acura mdx
fruit_0224.jpg,The picture is of a banana.
motorbike_0258.jpg,The motorcycle is parked in front of the house.
motorbike_0165.jpg,The motorcycle is parked in front of the house.
person_0341.jpg,the man is wearing glasses and a scarf
motorbike_0080.jpg,The motorcycle is parked in front of a brick wall.
person_0003.jpg,the man in the blue shirt is smiling
dog_0021.jpg,The dog is sitting on the floor.
car_0440.jpg,The Acura is parked on the side of the road. The Acura is parked on the side of the road. The Acura is parked
flower_0210.jpg,The sunflower has a heart shape on the center of the flower.
car_0584.jpg,aston martin
person_0759.jpg,the israeli prime minister benjamin netanyahu
cat_0268.jpg,The cat is in a cage.
person_0679.jpg,the man is wearing glasses and a tie
fruit_0969.jpg,The image is of a fruit hanging from a string.
motorbike_0303.jpg,The man is sitting on the motorcycle.
motorbike_0456.jpg,The motorcycle is parked on the side of the road.
cat_0031.jpg,The cat is black and white.
fruit_0982.jpg,The fruit is yellow.
motorbike_0596.jpg,The motorcycle is parked on the side of the road.
fruit_0589.jpg,The picture is of an orange.
fruit_0319.jpg,The picture shows a fruit with an orange on top of it. The picture shows a fruit with an orange on top of it.
person_0530.jpg,a bald man in a blue shirt
motorbike_0478.jpg,The motorcycle is parked on the side of the road.
fruit_0095.jpg,The image is of an apple.
car_0425.jpg,The Acura is parked on the side of the road.
motorbike_0619.jpg,The motorcycle is parked on the side of the road.
airplane_0595.jpg,The picture is of a plane flying in the sky.
flower_0428.jpg,The picture is of a bougainvillea flower.
airplane_0408.jpg,The picture is of an easyJet airplane parked on the tarmac at Manchester Airport in the United Kingdom.
fruit_0970.jpg,The picture shows an avocado.
person_0967.jpg,the woman is smiling and wearing a crown
person_0325.jpg,the man in the white shirt is hugging the man in the black shirt
flower_0419.jpg,a field of yellow daisies
motorbike_0625.jpg,This is a picture of a motorcycle.
dog_0658.jpg,The dog is looking at the camera.
motorbike_0300.jpg,The motorcycle is parked in front of the house.
car_0598.jpg,Acura
person_0206.jpg,the man is wearing glasses and a tie
flower_0118.jpg,The picture is of a flower.
flower_0618.jpg,The image is of a field of red tulips.
car_0352.jpg,1997 mazda mx-5
cat_0390.jpg,The cat is lying down.
fruit_0298.jpg,The picture is of a pear.
airplane_0073.jpg,The picture is of a plane parked on the tarmac at an airport.
motorbike_0662.jpg,The motorcycle is parked in front of the house.
person_0669.jpg,the woman is smiling
dog_0196.jpg,The dog is sitting on the couch.
car_0738.jpg,Aston Martin DB9
car_0426.jpg,The car is driving through the snow.
airplane_0609.jpg,The qantas airplane is in the air.
motorbike_0778.jpg,The motorcycle is parked on the side of the road.
car_0134.jpg,The Acura is parked on the side of the road. The Acura is parked on the side of the road. The Acura is parked
person_0495.jpg,the woman is wearing a blue shirt and has a medal around her neck
car_0204.jpg,Acura tl
flower_0756.jpg,Sunflowers
fruit_0643.jpg,The picture is of a potato.
person_0432.jpg,the woman is wearing a tiara
flower_0500.jpg,The image is of a tree with a fruit on it.
dog_0132.jpg,The dog is brown and white.
person_0765.jpg,The man in the picture is wearing a blue shirt and a black tie.
fruit_0921.jpg,The image is of a fruit.
person_0419.jpg,The woman is smiling.
airplane_0202.jpg,The picture shows a plane sitting on the tarmac.
person_0887.jpg,The man is looking at the camera.
person_0067.jpg,a man in a white shirt and black hat is holding a golf club in his right hand
car_0630.jpg,Acura
person_0093.jpg,the man has brown hair and brown eyes
car_0260.jpg,Acura
dog_0066.jpg,The dog is standing in front of a bowl of food.
airplane_0125.jpg,The picture is of an airplane parked on the tarmac of an airport.
flower_0311.jpg,Red hibiscus
flower_0007.jpg,The picture is of a plant with pink flowers.
motorbike_0227.jpg,The motorcycle is parked in front of the house.
flower_0449.jpg,"The grass is green, the flowers are red, and the sky is blue."
car_0723.jpg,Aston Martin DB9
flower_0147.jpg,The picture is of a flower with yellow and white petals.
dog_0418.jpg,The dog is white.
airplane_0513.jpg,The picture is of an airplane flying in the sky.
car_0483.jpg,aston martin vantage
airplane_0272.jpg,The picture is of an airplane parked on the tarmac at an airport.
person_0982.jpg,The woman in the white shirt is looking at the man in the blue shirt.
airplane_0009.jpg,The plane is in the air.
fruit_0188.jpg,The image is of a green apple.
airplane_0303.jpg,The picture is of an airplane parked on the tarmac at an airport.
motorbike_0086.jpg,The picture shows a motorcycle parked on the side of the road.
fruit_0771.jpg,The image is of a dragon fruit.
motorbike_0339.jpg,The picture is of a motorcycle parked on the side of the road.
airplane_0546.jpg,The picture is of a british Airways airplane parked on the tarmac.
airplane_0479.jpg,The plane is flying in the sky.
motorbike_0014.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
person_0307.jpg,The woman is looking at the camera.
car_0885.jpg,2010 audi a5 coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou
car_0824.jpg,The car is driving on the road.
person_0350.jpg,the man is wearing a white shirt
car_0908.jpg,The audi a5 is parked on the side of the road in front of a parking lot.
car_0677.jpg,Aston Martin DB11
cat_0052.jpg,The cat is black and white.
person_0436.jpg,the woman is looking at the camera
person_0133.jpg,a man in a green shirt and yellow glasses smiles at the camera
dog_0149.jpg,The dog is lying down.
motorbike_0215.jpg,The motorcycle is parked in front of a brick wall.
motorbike_0751.jpg,The picture shows a motorcycle parked on the side of the road.
flower_0229.jpg,Red clover
airplane_0699.jpg,The plane is on the runway.
person_0218.jpg,The man in the blue shirt is smiling and looking at the camera.
car_0338.jpg,1993 honda civic coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou
fruit_0618.jpg,The picture is of a banana.
car_0668.jpg,Aston Martin DB11
airplane_0279.jpg,The picture is of a plane flying in the sky.
motorbike_0074.jpg,The scooter is parked on the side of the road. The scooter is parked on the side of the road. The scooter is parked
cat_0709.jpg,The cat is looking at the camera.
flower_0354.jpg,The image is of a group of red and pink flowers.
cat_0761.jpg,The cat is black and white.
airplane_0063.jpg,The jet is flying in the sky.
flower_0122.jpg,The picture is of a field of pink tulips.
flower_0245.jpg,The flowers are in a pot.
dog_0032.jpg,The dog is standing in front of the table.
flower_0509.jpg,The image is of a flower.
cat_0700.jpg,The cat is lying down.
car_0708.jpg,Aston Martin DB9
flower_0676.jpg,The picture is of a water lily.
airplane_0302.jpg,The picture is of a qantas airplane parked on the tarmac.
car_0048.jpg,Acura
fruit_0775.jpg,The image is of a banana.
dog_0246.jpg,The dog is standing in the grass.
airplane_0635.jpg,The picture is of an airplane flying in the sky.
motorbike_0554.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
cat_0193.jpg,The cat has green eyes.
cat_0451.jpg,A black and white cat is being held by a person's hand.
car_0233.jpg,Acura
airplane_0262.jpg,The picture is of an airplane parked on the tarmac.
dog_0361.jpg,The dog is standing in the grass.
fruit_0014.jpg,The picture is of an apple.
dog_0660.jpg,The person is holding the dog.
motorbike_0692.jpg,The motorcycle is green.
fruit_0094.jpg,Orange
airplane_0289.jpg,The picture shows a plane sitting on the tarmac.
fruit_0798.jpg,The image is of a yellow squash with brown stripes on it.
motorbike_0466.jpg,The yellow dirt bike is parked on the side of the road. The yellow dirt bike is parked on the side of the road. The yellow dirt
airplane_0132.jpg,The planes are parked on the tarmac.
dog_0286.jpg,The dog is standing in front of a bowl of food.
dog_0547.jpg,The dog is looking at the camera. The dog's eyes are blue. The dog's nose is black. The dog's ears are brown.
car_0438.jpg,Acura
motorbike_0259.jpg,The motorcycle is parked in front of the house.
fruit_0119.jpg,The fruit is yellow.
flower_0305.jpg,The orange flowers are in front of a stone wall.
dog_0285.jpg,The dog is standing in front of a chain link fence. The dog is standing in front of a chain link fence. The dog is standing in
motorbike_0379.jpg,The picture shows a motorcycle parked in front of a wall.
person_0650.jpg,the man is smiling next to the woman
car_0201.jpg,the acura is driving down the road
cat_0333.jpg,The cat is looking at the camera.
car_0519.jpg,aston martin vanquish
dog_0141.jpg,The dog is lying on the floor.
car_0552.jpg,aston martin
fruit_0730.jpg,The fruit is yellow and has a brown spot on it.
dog_0407.jpg,The dog is standing in front of the door.
motorbike_0249.jpg,The picture is of a motorcycle parked in front of a house.
cat_0266.jpg,The cat is looking at the camera.
cat_0443.jpg,The cat is looking at the camera.
fruit_0539.jpg,The picture is of a lemon.
car_0793.jpg,audi a3 cabriolet
flower_0721.jpg,The picture is of a red and yellow tulip.
motorbike_0609.jpg,The motorcycle is parked on the side of the road.
car_0271.jpg,Acura
car_0837.jpg,2006 audi a3 cabriolet
flower_0263.jpg,Red and white flowers
car_0834.jpg,audi a3 cabriolet
motorbike_0169.jpg,The motorcycle is parked in front of the house.
car_0357.jpg,The car is yellow.
fruit_0736.jpg,The image is of a cactus.
dog_0439.jpg,The dog is standing in front of a fence.
cat_0453.jpg,The cat has blue eyes.
airplane_0715.jpg,The picture is of a plane flying in the sky.
motorbike_0019.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
motorbike_0144.jpg,The man is sitting on the motorcycle.
motorbike_0640.jpg,The picture is of a motorcycle parked on the side of the road.
person_0088.jpg,the man has brown hair and brown eyes
cat_0648.jpg,The cat is black and white.
car_0301.jpg,1997 honda civic coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe coupe cou
car_0526.jpg,The car is parked on the side of the road. The car is parked on the side of the road. The car is parked on the side
airplane_0048.jpg,The plane is parked on the grassy field.
person_0199.jpg,a tennis player
person_0506.jpg,The man is smiling.
flower_0133.jpg,A close-up of purple flowers in a field of green grass.
fruit_0859.jpg,The image is of a pistachio.
motorbike_0066.jpg,The dirt bike is parked on the side of the road.
flower_0459.jpg,A field of blue and red tulips.
cat_0311.jpg,The cats are sitting in a cage with a green bowl in front of them.
person_0212.jpg,the man is smiling
person_0466.jpg,a man with a beard and glasses standing in front of a wall
car_0506.jpg,aston martin db11
cat_0208.jpg,The cat is lying on the floor.
dog_0567.jpg,The dog is sitting on the man's lap.
flower_0033.jpg,This is a picture of a flower.
airplane_0361.jpg,The picture is of a plane parked on the tarmac.
cat_0779.jpg,The cat is looking at the camera.
person_0196.jpg,The man is holding a tennis ball.
flower_0220.jpg,The picture is of a flower.
airplane_0328.jpg,The picture is of an airplane parked on the side of the road.
airplane_0067.jpg,The plane is parked on the tarmac.
flower_0181.jpg,The bushes are in front of the house. The bushes are in front of the house. The bushes are in front of the house. The bushes
car_0158.jpg,The car is parked on the side of the road.
dog_0645.jpg,The dog is looking at the camera.
cat_0224.jpg,The cat is lying on the floor.
car_0428.jpg,The car is parked on the side of the road.
flower_0164.jpg,The picture is of a flower garden.
cat_0505.jpg,The cat is lying on the floor.
airplane_0360.jpg,The picture is of an airplane parked on the tarmac of an airport.
car_0238.jpg,Acura
person_0443.jpg,the woman in the blue shirt is holding a frisbee
cat_0636.jpg,The cat is sleeping.
person_0603.jpg,"<a href=""http://www.pinterest.com/pin/create/button/?url=http%3A%2F%"
fruit_0704.jpg,The picture is of a green apple.
flower_0023.jpg,The picture is of a flower.
motorbike_0392.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
fruit_0615.jpg,The picture is of an apple.
cat_0508.jpg,The cat is looking at the camera.
cat_0204.jpg,The cat is sitting on the floor looking at the camera.
car_0452.jpg,Acura
person_0458.jpg,The woman is holding a tennis racquet.
person_0299.jpg,The woman on the left is looking at the camera. The woman on the right is not looking at the camera.
fruit_0939.jpg,The picture shows a green apple.
airplane_0153.jpg,The picture is of an airplane parked at the airport.
person_0312.jpg,the woman is smiling
fruit_0398.jpg,the ball is yellow and has a hole in the middle of it
dog_0619.jpg,The dog is lying on the ground.
motorbike_0723.jpg,The motorcycle is parked on the side of the road.
cat_0721.jpg,The cat is looking at the camera.
airplane_0222.jpg,The picture is of an airplane flying in the sky.
person_0084.jpg,the model is wearing a black top and a black jacket. The model has dark brown hair. The model has blue eyes. The model is wearing
dog_0559.jpg,The dog has blue eyes.
cat_0346.jpg,The cat is looking at the camera.
cat_0685.jpg,The cat is looking at the camera.
cat_0849.jpg,The man is holding the cat.
person_0556.jpg,"Henrik Lundqvist, New York Rangers"
person_0751.jpg,a man in a suit and tie
cat_0546.jpg,The cat is looking at the camera.
fruit_0160.jpg,This is a picture of a potato with a toothpick on top of it.
fruit_0804.jpg,The picture is of an orange.
fruit_0709.jpg,The fruit is a lychee
person_0546.jpg,The man in the blue shirt is smiling
motorbike_0657.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
fruit_0649.jpg,This is a picture of a raspberry.
car_0259.jpg,Acura
person_0352.jpg,the woman is smiling
fruit_0640.jpg,The image shows a fruit with a green stem and a yellow fruit with a green stem and a yellow fruit with a green stem and a yellow fruit
airplane_0650.jpg,The planes are parked at the airport.
flower_0267.jpg,The image is of a flower.
flower_0090.jpg,The flowers are purple and have small white spots on the petals
motorbike_0583.jpg,The motorcycle is parked on the side of the road. The motorcycle is blue and white. The motorcycle is parked on the side of the road.
flower_0265.jpg,The image is of a field of pink cosmos flowers.
airplane_0708.jpg,The picture is of an airplane parked on the tarmac at an airport.
person_0397.jpg,The man in the white shirt is wearing glasses. The man in the blue shirt is wearing glasses. The man in the gray shirt is wearing glasses
motorbike_0633.jpg,The motorcycle is parked on the side of the road.
airplane_0055.jpg,The picture shows a plane flying in the sky.
dog_0494.jpg,The dog is standing in front of the bowl.
motorbike_0589.jpg,The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side
fruit_0918.jpg,The image is of a strawberry.
cat_0351.jpg,Nina is a black and white cat with green eyes.
cat_0100.jpg,The cat is looking at the camera.
cat_0355.jpg,The cat is sitting in front of the bowl.
car_0740.jpg,aston martin db9
